,Page Title,Car Price,Item Condition,Car Location,Image Links,Brand,Mileage,Model,Seat Capacity,Variant,Type,Series,Manufactured Year,Country of Origin,Transmission,Engine CC,Compression Ratio,Peak Power (Bhp),Peak Torque (Nm),Engine Type,Fuel Type,Length(mm),Width(mm),Height(mm),Wheel Base (mm),Kerb Weight (kg),Fuel Tank (litres),Front Brakes,Rear Brakes,Front Suspension,Rear Suspension,Steering,Front Tyres,Rear Tyres,Front Rim(inches),Rear Rim(inches),Loan Monthly Payment,Interest Rate,Features
1890, 2018 Toyota VELLFIRE 2.5 ZG NFL 2PD PB SR PRECRASH,    RM 295 000     ,Recon,   Selangor   ,"['https://img.rnudah.com/thumbs/65/654910034237368.jpg', 'https://img.rnudah.com/thumbs/65/652910030947239.jpg', 'https://img.rnudah.com/thumbs/65/650910036180429.jpg', 'https://img.rnudah.com/thumbs/65/658910038150093.jpg', 'https://img.rnudah.com/thumbs/65/650910035196731.jpg', 'https://img.rnudah.com/thumbs/65/658910031906602.jpg', 'https://img.rnudah.com/thumbs/65/653910033046516.jpg', 'https://img.rnudah.com/thumbs/65/651910038279706.jpg', 'https://img.rnudah.com/thumbs/65/658910030222767.jpg', 'https://img.rnudah.com/thumbs/65/656910039523764.jpg', 'https://img.rnudah.com/thumbs/65/655910034756954.jpg', 'https://img.rnudah.com/thumbs/65/651910034420187.jpg', 'https://img.rnudah.com/thumbs/65/652910035223334.jpg', 'https://img.rnudah.com/thumbs/65/655910032581270.jpg', 'https://img.rnudah.com/thumbs/65/651910032244503.jpg', 'https://img.rnudah.com/thumbs/65/655910034861098.jpg', 'https://img.rnudah.com/thumbs/65/658910038954374.jpg', 'https://img.rnudah.com/thumbs/65/654910030094288.jpg', 'https://img.rnudah.com/thumbs/65/657910034187564.jpg', 'https://img.rnudah.com/thumbs/65/659910039757521.jpg', 'https://img.rnudah.com/thumbs/65/656910037944073.jpg']",TOYOTA   ,  5 000 - 9 999  ,VELLFIRE   ,7 ,ZG ,4D WAGON ,DBA-AGH30W	 , 2018  ,JAPAN ,6 SP AUTOMATIC,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,4865 ,1830 ,1880 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,235/50R18 ,235/50R18 ,18 ,18 ,RM3 979/month,3.7,-
1891, 2016 Toyota VELLFIRE 2.5 ZG *Alpine F*Modelista,    RM 259 800     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/88/887902042955565.jpg', 'https://img.rnudah.com/thumbs/88/884902041738110.jpg', 'https://img.rnudah.com/thumbs/88/882902047075444.jpg', 'https://img.rnudah.com/thumbs/88/887902043759846.jpg', 'https://img.rnudah.com/thumbs/25/258909055464698.jpg', 'https://img.rnudah.com/thumbs/88/881902045751577.jpg', 'https://img.rnudah.com/thumbs/41/412914023634372.jpg', 'https://img.rnudah.com/thumbs/88/880902046840553.jpg', 'https://img.rnudah.com/thumbs/41/414914029308473.jpg', 'https://img.rnudah.com/thumbs/41/415914021588301.jpg', 'https://img.rnudah.com/thumbs/41/415914029127922.jpg', 'https://img.rnudah.com/thumbs/41/411914024080953.jpg']",TOYOTA   ,  15 000 - 19 999  ,VELLFIRE   ,7 ,Z G EDITION ,4D WAGON , -, 2016  ,JAPAN ,6 SP AUTOMATIC,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,4865 ,1830 ,1880 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,235/50R18 ,235/50R18 ,18 ,18 ,RM3 505/month,3.7,-
1892, 2013 Proton PREVE CFE TURBO 1.6 (A) NOT POLIS CAR,   RM 25 880      ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/72/721917036748567.jpg', 'https://img.rnudah.com/thumbs/72/722917035271886.jpg', 'https://img.rnudah.com/thumbs/72/725917039365162.jpg', 'https://img.rnudah.com/thumbs/72/726917037396632.jpg', 'https://img.rnudah.com/thumbs/72/729917032966589.jpg', 'https://img.rnudah.com/thumbs/72/723917035583184.jpg', 'https://img.rnudah.com/thumbs/72/725917032629822.jpg', 'https://img.rnudah.com/thumbs/72/726917039676460.jpg', 'https://img.rnudah.com/thumbs/72/728917036723098.jpg', 'https://img.rnudah.com/thumbs/72/726917033432969.jpg', 'https://img.rnudah.com/thumbs/72/720917036049564.jpg', 'https://img.rnudah.com/thumbs/72/721917034572883.jpg', 'https://img.rnudah.com/thumbs/72/724917030142840.jpg', 'https://img.rnudah.com/thumbs/72/729917031282754.jpg']",PROTON   ,  80 000 - 84 999  ,PREVE   ,5 ,CFE PREMIUM ,4D SEDAN , -, 2013  ,MALAYSIA ,7 SP AUTO PROTONIC,1561 , - ,103 ,205 ,TURBO MPFI ,PETROL ,1786 ,4543 ,1524 ,2650 ,1340 ,50 ,DV ,DS ,McSt ,MLS;SB ,RACK &amp; PINION - POWER ASSISTED ,205/55 R16 ,205/55 R16 ,16 ,16 ,RM322/month,3.7,-
1893, New Honda CITY 1.5 - CASH RB 6800,    RM 67 000     ,New,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/25/250909055865643.jpg', 'https://img.rnudah.com/thumbs/25/259909050606984.jpg', 'https://img.rnudah.com/thumbs/03/038907010532160.jpg', 'https://img.rnudah.com/thumbs/03/034907018718712.jpg', 'https://img.rnudah.com/thumbs/03/032907014236597.jpg', 'https://img.rnudah.com/thumbs/03/031907017993106.jpg']",HONDA   ,  0 - 4 999  ,CITY   ,5 ,V ,4D SEDAN ,MY2014 , 2019  ,MALAYSIA ,AUTOMATIC CONSTANTLY VARIABLE (CVT),1497 ,10.3  ,88 ,145 ,NATURALLY ASPIRATED ,PETROL ,4442 ,1694 ,1477 ,2600 ,1112 ,40 ,DV ,DR ,McSt ,TB ,RACK AND PINION - ELECTRIC ,185/55R16 ,185/55R16 ,6Jx16 ,6Jx16 ,RM904/month,3.7,-
1894, Hyundai Santa Fe 2.4 Panoramic Sunroof Premium SE,    RM 90 000     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/69/694914030669136.jpg', 'https://img.rnudah.com/thumbs/69/690914030332369.jpg', 'https://img.rnudah.com/thumbs/40/403913027142259.jpg', 'https://img.rnudah.com/thumbs/40/404913021105922.jpg', 'https://img.rnudah.com/thumbs/40/402913022375449.jpg', 'https://img.rnudah.com/thumbs/40/405913026468725.jpg', 'https://img.rnudah.com/thumbs/40/402913024655277.jpg', 'https://img.rnudah.com/thumbs/40/403913021598905.jpg', 'https://img.rnudah.com/thumbs/40/407913021935672.jpg', 'https://img.rnudah.com/thumbs/40/402913020795758.jpg', 'https://img.rnudah.com/thumbs/40/408913026702482.jpg', 'https://img.rnudah.com/thumbs/40/405913020329378.jpg', 'https://img.rnudah.com/thumbs/69/690914030436513.jpg', 'https://img.rnudah.com/thumbs/40/405913024293041.jpg', 'https://img.rnudah.com/thumbs/40/409913026909636.jpg', 'https://img.rnudah.com/thumbs/69/694914035332936.jpg', 'https://img.rnudah.com/thumbs/69/695914033856255.jpg', 'https://img.rnudah.com/thumbs/69/690914037275997.jpg', 'https://img.rnudah.com/thumbs/69/698914033985868.jpg', 'https://img.rnudah.com/thumbs/08/089912015968584.jpg', 'https://img.rnudah.com/thumbs/08/082912011538541.jpg']",HYUNDAI   ,  80 000 - 84 999  ,SANTA FE   ,7 ,PREMIUM ,4D WAGON ,MY2013 , 2015  ,MALAYSIA ,6 SP AUTOMATIC,2359 ,10.5  ,129 ,227 ,MULTI POINT F/INJ ,PETROL ,1880 ,4690 ,1690 ,2700 ,0 ,64 ,DV ,DS ,McSt;ML ,St;SA ,RACK &amp; PINION - POWER ASSISTED ,235/55 R19 ,235/55 R19 ,7.5Jx19 ,7.5Jx19 ,RM1 214/month,3.7,-
1895, 2013 Porsche CAYENNE 3.6 BMW X6 1YR Warranty,    RM 265 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/96/961831125203832.jpg', 'https://img.rnudah.com/thumbs/96/964831120773789.jpg', 'https://img.rnudah.com/thumbs/96/963831126810126.jpg', 'https://img.rnudah.com/thumbs/96/966831122380083.jpg', 'https://img.rnudah.com/thumbs/96/961831123519997.jpg', 'https://img.rnudah.com/thumbs/96/967831123183230.jpg', 'https://img.rnudah.com/thumbs/96/965831127253305.jpg', 'https://img.rnudah.com/thumbs/96/969831120854732.jpg', 'https://img.rnudah.com/thumbs/96/966831127564603.jpg', 'https://img.rnudah.com/thumbs/96/965831125077621.jpg', 'https://img.rnudah.com/thumbs/98/988902015734882.jpg', 'https://img.rnudah.com/thumbs/98/981902019828158.jpg', 'https://img.rnudah.com/thumbs/96/967831126683915.jpg', 'https://img.rnudah.com/thumbs/96/961831129300510.jpg', 'https://img.rnudah.com/thumbs/96/969831126010381.jpg', 'https://img.rnudah.com/thumbs/96/963831129222969.jpg', 'https://img.rnudah.com/thumbs/96/969831120362883.jpg', 'https://img.rnudah.com/thumbs/96/967831127875901.jpg', 'https://img.rnudah.com/thumbs/96/961831121969177.jpg', 'https://img.rnudah.com/thumbs/96/963831121295643.jpg']",PORSCHE   ,  10 000 - 14 999  ,CAYENNE   ,5 , -,4D WAGON ,958 , 2013  ,GERMANY ,8 SP AUTOMATIC TIPTRONIC,3598 ,11.7  ,220 ,400 ,FUEL INJECTED ,PETROL ,1939 ,4846 ,1705 ,2895 ,2105 ,112 ,DV ,DV ,Ind;DWB; ,Ind;MLS; ,RACK &amp; PINION ,255/55 R18 ,255/55 R18 ,8Jx18 ,8Jx18 ,RM3 575/month,3.7,-
1896, 2014 Volkswagen GOLF 2.0 GTI MK6 MK7,   RM 210 000      ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/91/919905044017051.jpg', 'https://img.rnudah.com/thumbs/91/918905041530069.jpg', 'https://img.rnudah.com/thumbs/91/913905044949811.jpg', 'https://img.rnudah.com/thumbs/91/915905041996449.jpg', 'https://img.rnudah.com/thumbs/91/916905049043087.jpg', 'https://img.rnudah.com/thumbs/91/912905040183001.jpg', 'https://img.rnudah.com/thumbs/91/913905040986148.jpg', 'https://img.rnudah.com/thumbs/78/780923030796211.jpg', 'https://img.rnudah.com/thumbs/78/781923031599358.jpg', 'https://img.rnudah.com/thumbs/78/787923031262591.jpg', 'https://img.rnudah.com/thumbs/78/784923037972462.jpg', 'https://img.rnudah.com/thumbs/78/781923032195351.jpg', 'https://img.rnudah.com/thumbs/91/916905049951512.jpg', 'https://img.rnudah.com/thumbs/91/918905046998150.jpg', 'https://img.rnudah.com/thumbs/91/913905041894573.jpg', 'https://img.rnudah.com/thumbs/91/919905041557806.jpg', 'https://img.rnudah.com/thumbs/91/915905041221039.jpg', 'https://img.rnudah.com/thumbs/91/911905040884272.jpg']",VOLKSWAGEN   ,  10 000 - 14 999  ,GOLF   ,5 ,GTi TSI ,4D HATCHBACK ,MK7 , 2014  ,GERMANY ,6 SP AUTO DIRECTSHIFT,1984 ,0  ,162 ,350 ,TURBO DIRECT F/INJ ,PETROL ,1799 ,4268 ,1442 ,2631 ,1370 ,50 ,DV ,DV ,TrCA;SSt ,MLS;CS;TrCA ,RACK &amp; PINION - POWER ASSISTED ,225/40 R18 ,225/40 R18 ,7.5Jx18 ,7.5Jx18 ,RM1 713/month,3.7,-
1897, 2014 Mercedes Benz A250 AMG 4MATIC H.KARDON GTI,    RM 166 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/18/184902053243956.jpg', 'https://img.rnudah.com/thumbs/18/180902051223354.jpg', 'https://img.rnudah.com/thumbs/18/183902055316630.jpg', 'https://img.rnudah.com/thumbs/18/185902056431075.jpg', 'https://img.rnudah.com/thumbs/18/189902059047670.jpg', 'https://img.rnudah.com/thumbs/18/188902054280860.jpg', 'https://img.rnudah.com/thumbs/18/180902059850817.jpg', 'https://img.rnudah.com/thumbs/18/186902059514050.jpg', 'https://img.rnudah.com/thumbs/18/182902050653964.jpg', 'https://img.rnudah.com/thumbs/18/189902050136646.jpg', 'https://img.rnudah.com/thumbs/18/185902058323198.jpg', 'https://img.rnudah.com/thumbs/18/180902053219621.jpg', 'https://img.rnudah.com/thumbs/18/182902058789578.jpg', 'https://img.rnudah.com/thumbs/18/182902052546087.jpg', 'https://img.rnudah.com/thumbs/18/187902053686001.jpg', 'https://img.rnudah.com/thumbs/18/185902058919191.jpg', 'https://img.rnudah.com/thumbs/18/180902051535786.jpg', 'https://img.rnudah.com/thumbs/18/184902054152381.jpg', 'https://img.rnudah.com/thumbs/18/182902050427103.jpg']",MERCEDES BENZ   ,  10 000 - 14 999  ,A-CLASS   ,5 ,250 SPORTS (CBU) ,4D HATCHBACK ,W176 , 2014  ,GERMANY ,7 SP AUTO DUAL CLUTCH,1991 ,9.8  ,155 ,350 ,TURBO DIRECT F/INJ ,PETROL ,1780 ,4292 ,1433 ,2699 ,1445 ,50 ,DV ,DS ,McSt;CS; ,CA;WB;CS; ,RACK &amp; PINION - POWER ASSISTED ,235/40 R18 ,235/40 R18 ,18 ,18 ,RM2 239/month,3.7,-
1898, 2007/11 Toyota HARRIER 2.4 240G SUNROOF&POWER BOOT,    RM 56 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/20/209904056172586.jpg', 'https://img.rnudah.com/thumbs/20/207904052390608.jpg', 'https://img.rnudah.com/thumbs/20/201904054515354.jpg', 'https://img.rnudah.com/thumbs/20/201904056795182.jpg', 'https://img.rnudah.com/thumbs/20/200904052028372.jpg', 'https://img.rnudah.com/thumbs/20/206904059723075.jpg', 'https://img.rnudah.com/thumbs/20/206904053479584.jpg', 'https://img.rnudah.com/thumbs/20/203904051666136.jpg', 'https://img.rnudah.com/thumbs/20/208904052806050.jpg', 'https://img.rnudah.com/thumbs/20/203904056225792.jpg', 'https://img.rnudah.com/thumbs/20/202904051458982.jpg', 'https://img.rnudah.com/thumbs/20/206904054075577.jpg', 'https://img.rnudah.com/thumbs/20/202904053530522.jpg', 'https://img.rnudah.com/thumbs/20/208904059645534.jpg', 'https://img.rnudah.com/thumbs/20/205904051380307.jpg', 'https://img.rnudah.com/thumbs/20/204904055136816.jpg', 'https://img.rnudah.com/thumbs/20/205904055939963.jpg', 'https://img.rnudah.com/thumbs/20/201904057883024.jpg', 'https://img.rnudah.com/thumbs/20/205904058815784.jpg', 'https://img.rnudah.com/thumbs/20/201904058479017.jpg', 'https://img.rnudah.com/thumbs/20/207904058142250.jpg']",TOYOTA   ,  85 000 - 89 999  ,HARRIER   ,5 ,240G L PACKAGE ,4D WAGON ,ACU30W , 2007  ,JAPAN ,4 SP AUTOMATIC,2362 ,9.6  ,118 ,221 ,ELECTRONIC F/INJ ,PETROL ,1845 ,4735 ,1680 ,2715 ,1600 ,72 ,DV ,DS ,Coil spring strut type; ,Coil spring strut type; ,RACK &amp; PINION - POWER ASSISTED ,225/65 R17 ,225/65 R17 ,17 ,17 ,RM766/month,3.7,-
1899, Bmw 320i SPORT LCI 2.0 FACELIFT (A) LADY NURSE,    RM 44 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/23/237907052062363.jpg', 'https://img.rnudah.com/thumbs/23/232907053202277.jpg', 'https://img.rnudah.com/thumbs/23/239907051388829.jpg', 'https://img.rnudah.com/thumbs/23/233907055793403.jpg', 'https://img.rnudah.com/thumbs/23/233907058073231.jpg', 'https://img.rnudah.com/thumbs/23/234907050353059.jpg', 'https://img.rnudah.com/thumbs/23/238907052969654.jpg', 'https://img.rnudah.com/thumbs/23/231907057062930.jpg', 'https://img.rnudah.com/thumbs/23/239907056052629.jpg', 'https://img.rnudah.com/thumbs/23/237907057322156.jpg', 'https://img.rnudah.com/thumbs/23/237907059601984.jpg', 'https://img.rnudah.com/thumbs/23/237907053358493.jpg', 'https://img.rnudah.com/thumbs/23/231907058254916.jpg', 'https://img.rnudah.com/thumbs/23/236907050871511.jpg', 'https://img.rnudah.com/thumbs/23/237907051674658.jpg', 'https://img.rnudah.com/thumbs/23/233907051337891.jpg', 'https://img.rnudah.com/thumbs/23/231907056571081.jpg', 'https://img.rnudah.com/thumbs/23/236907051392231.jpg']",BMW   ,  80 000 - 84 999  ,3 SERIES   ,5 ,20i SPORTS (CKD) ,4D SEDAN ,E90 FACELIFT , 2010  ,MALAYSIA ,6 SP AUTOMATIC STEPTRONIC,1995 ,12  ,115 ,200 ,MULTI POINT F/INJ ,PETROL ,1817 ,4520 ,1421 ,2760 ,1390 ,63 ,DV ,DV ,McSt;CS;SB; ,CS;MLS;SB; ,RACK &amp; PINION - POWER ASSISTED ,225/45 R17 ,255/40 R17 ,8Jx17 ,8.5Jx17 LM ,RM604/month,3.7,-
1900, Nissan LATIO 1.8 SPORT (A)TIPTOP *1/O L/NEW,    RM 38 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/23/236907054467084.jpg', 'https://img.rnudah.com/thumbs/23/231907052835321.jpg', 'https://img.rnudah.com/thumbs/23/233907054441615.jpg', 'https://img.rnudah.com/thumbs/23/235907057835888.jpg', 'https://img.rnudah.com/thumbs/23/233907059105415.jpg', 'https://img.rnudah.com/thumbs/23/237907059575197.jpg', 'https://img.rnudah.com/thumbs/23/236907058071913.jpg', 'https://img.rnudah.com/thumbs/23/232907056855592.jpg', 'https://img.rnudah.com/thumbs/23/235907056985205.jpg', 'https://img.rnudah.com/thumbs/23/232907051908231.jpg', 'https://img.rnudah.com/thumbs/23/232907055871894.jpg', 'https://img.rnudah.com/thumbs/23/236907058488489.jpg', 'https://img.rnudah.com/thumbs/23/239907053311907.jpg']",NISSAN   ,  70 000 - 74 999  ,LATIO   ,5 ,SPORT CLASSIC/COMFORT MC ,4D HATCHBACK , -, 2015  ,MALAYSIA ,4 SP AUTOMATIC,1798 ,9.9  ,93 ,174 ,MULTI POINT F/INJ ,PETROL ,1695 ,4415 ,1535 ,2600 ,1182 ,52 ,DV ,DR ,Ind;McSt;SB; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,185/65 R15 ,185/65 R15 ,5.5Jx15 ,5.5Jx15 ,RM523/month,3.7,-
1901, Toyota Vios 1.5 AT TRD SPORTIVO BODYKIT 1OWNER,    RM 51 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/25/259909052091848.jpg', 'https://img.rnudah.com/thumbs/23/233907052211315.jpg', 'https://img.rnudah.com/thumbs/23/237907054827910.jpg', 'https://img.rnudah.com/thumbs/25/250909056470953.jpg', 'https://img.rnudah.com/thumbs/25/257909053569663.jpg', 'https://img.rnudah.com/thumbs/25/258909052092982.jpg', 'https://img.rnudah.com/thumbs/25/255909058802853.jpg', 'https://img.rnudah.com/thumbs/25/251909058466086.jpg', 'https://img.rnudah.com/thumbs/25/252909056497556.jpg', 'https://img.rnudah.com/thumbs/25/254909055824022.jpg', 'https://img.rnudah.com/thumbs/25/250909055487255.jpg', 'https://img.rnudah.com/thumbs/25/250909057767083.jpg', 'https://img.rnudah.com/thumbs/25/255909058906997.jpg', 'https://img.rnudah.com/thumbs/25/251909058570230.jpg', 'https://img.rnudah.com/thumbs/25/258909056756782.jpg', 'https://img.rnudah.com/thumbs/25/259909055280101.jpg', 'https://img.rnudah.com/thumbs/25/251909055202560.jpg', 'https://img.rnudah.com/thumbs/25/250909058959069.jpg', 'https://img.rnudah.com/thumbs/25/252909056005707.jpg']",TOYOTA   ,  40 000 - 44 999  ,VIOS   ,5 ,E ,4D SEDAN ,NCP150R , 2015  ,MALAYSIA ,4 SP AUTOMATIC,1497 ,10.5  ,80 ,141 ,MULTI POINT F/INJ ,PETROL ,1700 ,4410 ,1475 ,2550 ,1075 ,42 ,DV ,DS ,McSt;SB; ,TB;SB; ,RACK &amp; PINION - POWER ASSISTED ,185/60 R15 ,185/60 R15 ,5.5Jx15 ,5.5Jx15 ,RM699/month,3.7,-
1902, 2013 Mazda 3 1.6 SPORT (A),    RM 42 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/22/222906052802312.jpg', 'https://img.rnudah.com/thumbs/22/224906056688434.jpg', 'https://img.rnudah.com/thumbs/22/224906053424908.jpg', 'https://img.rnudah.com/thumbs/22/223906050937926.jpg', 'https://img.rnudah.com/thumbs/22/226906055031202.jpg', 'https://img.rnudah.com/thumbs/22/229906050601159.jpg', 'https://img.rnudah.com/thumbs/22/228906056637496.jpg', 'https://img.rnudah.com/thumbs/22/227906058218321.jpg', 'https://img.rnudah.com/thumbs/22/224906052441210.jpg', 'https://img.rnudah.com/thumbs/22/227906057130479.jpg', 'https://img.rnudah.com/thumbs/22/221906053503583.jpg', 'https://img.rnudah.com/thumbs/22/221906055783411.jpg', 'https://img.rnudah.com/thumbs/22/220906059539920.jpg', 'https://img.rnudah.com/thumbs/22/220906055084408.jpg', 'https://img.rnudah.com/thumbs/22/229906050317598.jpg', 'https://img.rnudah.com/thumbs/22/222906056690702.jpg', 'https://img.rnudah.com/thumbs/22/221906057646663.jpg', 'https://img.rnudah.com/thumbs/22/222906056169982.jpg']",MAZDA   ,  65 000 - 69 999  ,3   ,4 ,SPORT ,4D SEDAN , -, 2013  ,MALAYSIA ,4 SP AUTO ACTIVEMATIC,1598 ,10  ,77 ,144 ,ELECTRONIC F/INJ ,PETROL ,1755 ,4580 ,1470 ,2460 ,1183 ,55 ,DV ,DS ,McSt; ,MLS; ,RACK &amp; PINION - POWER ASSISTED ,205/55 R16 ,205/55 R16 ,6.5Jx16 ,6.5Jx16 ,RM577/month,3.7,-
1903, 2016 Toyota ALPHARD 2.5 SC (A) SUN ROOF UNREG,    RM 258 000     ,Recon,   Selangor   ,"['https://img.rnudah.com/thumbs/16/162930046629524.jpg', 'https://img.rnudah.com/thumbs/16/167930049557417.jpg', 'https://img.rnudah.com/thumbs/16/168930041837245.jpg', 'https://img.rnudah.com/thumbs/16/163930047536815.jpg', 'https://img.rnudah.com/thumbs/16/163930048132808.jpg', 'https://img.rnudah.com/thumbs/16/168930043029231.jpg', 'https://img.rnudah.com/thumbs/16/165930045775439.jpg', 'https://img.rnudah.com/thumbs/16/160930040180013.jpg', 'https://img.rnudah.com/thumbs/16/163930046553117.jpg', 'https://img.rnudah.com/thumbs/16/160930040776006.jpg', 'https://img.rnudah.com/thumbs/16/166930045490744.jpg', 'https://img.rnudah.com/thumbs/16/163930045465275.jpg', 'https://img.rnudah.com/thumbs/16/169930047408336.jpg', 'https://img.rnudah.com/thumbs/16/169930041164845.jpg', 'https://img.rnudah.com/thumbs/16/168930044921354.jpg', 'https://img.rnudah.com/thumbs/16/168930047201182.jpg', 'https://img.rnudah.com/thumbs/16/169930048004329.jpg', 'https://img.rnudah.com/thumbs/16/163930047357398.jpg', 'https://img.rnudah.com/thumbs/16/164930041917054.jpg', 'https://img.rnudah.com/thumbs/16/164930044196882.jpg', 'https://img.rnudah.com/thumbs/16/166930041839513.jpg']",TOYOTA   ,  10 000 - 14 999  ,ALPHARD   ,7 ,2.5 SC ,4D WAGON , -, 2016  ,JAPAN ,4 SP AUTOMATIC,2493 , - ,134 ,235 ,F/INJ ,PETROL ,4935 ,1850 ,1880 ,3000 ,1960 ,75 ,Ventilated Discs ,Discs , -, -, -,235/50R18 97V ,235/50R18 97V , -, -,RM3 480/month,3.7,-
1904, Honda CITY 1.5 E (A) TIP TOP CONDITION LIKE NEW,    RM 59 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/16/166930046181686.jpg', 'https://img.rnudah.com/thumbs/16/161930042761944.jpg', 'https://img.rnudah.com/thumbs/16/167930042425177.jpg', 'https://img.rnudah.com/thumbs/16/169930041751643.jpg', 'https://img.rnudah.com/thumbs/16/164930042399708.jpg', 'https://img.rnudah.com/thumbs/16/161930042866088.jpg', 'https://img.rnudah.com/thumbs/16/168930049575959.jpg', 'https://img.rnudah.com/thumbs/16/166930044914427.jpg', 'https://img.rnudah.com/thumbs/16/163930041417144.jpg', 'https://img.rnudah.com/thumbs/16/164930049921798.jpg', 'https://img.rnudah.com/thumbs/16/166930046968436.jpg', 'https://img.rnudah.com/thumbs/16/160930049585031.jpg']",HONDA   ,  45 000 - 49 999  ,CITY   ,5 ,E ,4D SEDAN ,MY2014 , 2017  ,MALAYSIA ,CONTINUOUS VARIABLE,1497 ,10.3  ,88 ,145 ,MULTI POINT F/INJ ,PETROL ,1695 ,4400 ,1477 ,2600 ,1087 ,40 ,DV ,DR ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,175/65 R15 ,175/65 R15 ,5.5Jx15 ,5.5Jx15 ,RM807/month,3.7,-
1905, Proton EXORA 1.6 H-LINE (A) TIP TOP CONDITION,    RM 22 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/15/152929049242563.jpg', 'https://img.rnudah.com/thumbs/15/155929044812520.jpg', 'https://img.rnudah.com/thumbs/15/158929040382477.jpg', 'https://img.rnudah.com/thumbs/15/151929044475753.jpg', 'https://img.rnudah.com/thumbs/15/155929041057145.jpg', 'https://img.rnudah.com/thumbs/15/152929047767016.jpg', 'https://img.rnudah.com/thumbs/15/158929047430249.jpg', 'https://img.rnudah.com/thumbs/15/158929041186758.jpg', 'https://img.rnudah.com/thumbs/15/151929045280034.jpg', 'https://img.rnudah.com/thumbs/15/157929044943267.jpg', 'https://img.rnudah.com/thumbs/15/155929044633103.jpg', 'https://img.rnudah.com/thumbs/15/158929040203060.jpg']",PROTON   ,  90 000 - 94 999  ,EXORA   ,7 ,MC H-LINE ,4D WAGON , -, 2012  ,MALAYSIA ,4 SP AUTOMATIC,1597 , - ,93 ,150 ,MULTI POINT F/INJ ,PETROL ,1809 ,4592 ,1691 ,2730 ,1450 ,55 ,DV ,DR ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,195/65 R15 ,195/65 R15 ,6.5Jx15 ,6.5Jx15 ,RM308/month,3.7,-
